year_month,receive_path_name,inflow_path_name,contract_count,open_count,payend_count,avg_net_sales,open_cvr,payend_cvr
2024-07-01,플랫폼,블로그,51,32,32,317353.0,0.6274509803921569,0.6274509803921569
2024-07-01,인바운드,랜딩페이지,204,57,57,303066.0,0.27941176470588236,0.27941176470588236
2024-07-01,플랫폼,추천질문지,423,170,169,296046.0,0.40189125295508277,0.39952718676122934
2024-07-01,인바운드,유튜브(PPL),957,370,370,314401.0,0.38662486938349006,0.38662486938349006
2024-07-01,인바운드,바로상담,11,6,6,296496.0,0.5454545454545454,0.5454545454545454
2024-07-01,인바운드,카카오,246,155,155,273645.0,0.6300813008130082,0.6300813008130082
2024-07-01,기타,미분류,25,13,13,226037.0,0.52,0.52
2024-07-01,플랫폼,플랫폼,49,33,33,283548.0,0.673469387755102,0.673469387755102
2024-07-01,인바운드,미분류,6334,1950,1945,306554.0,0.30786233028102306,0.3070729396905589
2024-07-01,플랫폼,인터넷(네이버/구글 등),9,2,2,291700.0,0.2222222222222222,0.2222222222222222
2024-07-01,플랫폼,전화예약상담,1860,557,557,302714.0,0.2994623655913978,0.2994623655913978
2024-07-01,인바운드,카페,366,150,150,311910.0,0.4098360655737705,0.4098360655737705
2024-07-01,플랫폼,카카오,8,1,1,210491.0,0.125,0.125
2024-07-01,플랫폼,바로상담,4483,1597,1597,295477.0,0.3562346642873076,0.3562346642873076
2024-07-01,플랫폼,네이버 파워링크 광고,12,6,6,361187.0,0.5,0.5
2024-07-01,인바운드,재인입,6645,2707,2705,294254.0,0.4073739653875094,0.4070729872084274
2024-07-01,인바운드,인스타,28,11,11,379570.0,0.39285714285714285,0.39285714285714285
2024-07-01,다이렉트,랜딩페이지,6,2,2,487071.0,0.3333333333333333,0.3333333333333333
2024-08-01,인바운드,뽐뿌,19,0,0,,0.0,0.0
2024-08-01,플랫폼,아정당 이사,365,102,100,390003.0,0.27945205479452057,0.273972602739726
2024-08-01,인바운드,플랫폼,196,69,69,343984.0,0.3520408163265306,0.3520408163265306
2024-08-01,인바운드,바로상담,6,0,0,,0.0,0.0
2024-08-01,카톡,카카오,970,704,703,280364.0,0.7257731958762886,0.7247422680412371
2024-08-01,플랫폼,미분류,241,120,120,324641.0,0.4979253112033195,0.4979253112033195
2024-08-01,인바운드,지인추천,486,202,202,348234.0,0.4156378600823045,0.4156378600823045
2024-08-01,인바운드,유튜브(자사),1030,345,345,361231.0,0.33495145631067963,0.33495145631067963
2024-08-01,플랫폼,플랫폼,25,14,14,370878.0,0.56,0.56
2024-08-01,인바운드,블로그,2197,638,638,354782.0,0.29039599453800635,0.29039599453800635
2024-08-01,플랫폼,유튜브(자사),7,7,7,329145.0,1.0,1.0
2024-08-01,인바운드,마켓클럽,6,0,0,,0.0,0.0
2024-08-01,플랫폼,카페,5,4,4,288584.0,0.8,0.8
2024-08-01,다이렉트,블로그,7,0,0,,0.0,0.0
2024-08-01,플랫폼,인터넷(네이버/구글 등),11,6,6,412270.0,0.5454545454545454,0.5454545454545454
2024-08-01,카톡,재인입,157,106,106,299712.0,0.6751592356687898,0.6751592356687898
2024-08-01,플랫폼,블로그,12,12,12,334550.0,1.0,1.0
2024-08-01,인바운드,페이스북,9,1,1,533290.0,0.1111111111111111,0.1111111111111111
2024-08-01,플랫폼,재인입,10,6,6,331733.0,0.6,0.6
2024-08-01,다이렉트,바로상담,7,1,1,255080.0,0.14285714285714285,0.14285714285714285
2024-08-01,다이렉트,유튜브(자사),5,5,5,267500.0,1.0,1.0
2024-08-01,플랫폼,네이버 브랜드 검색 광고,13,6,6,303392.0,0.46153846153846156,0.46153846153846156
2024-08-01,다이렉트,네이버 브랜드 검색 광고,6,3,3,236666.0,0.5,0.5
2024-08-01,인바운드,디시,14,0,0,,0.0,0.0
2024-08-01,다이렉트,재인입,17,5,5,232320.0,0.29411764705882354,0.29411764705882354
2024-08-01,인바운드,인스타,26,10,10,378048.0,0.38461538461538464,0.38461538461538464
2024-08-01,플랫폼,추천질문지,592,227,227,313050.0,0.38344594594594594,0.38344594594594594
2024-08-01,인바운드,TV광고,77,14,14,341621.0,0.18181818181818182,0.18181818181818182
2024-08-01,인바운드,네이버 파워링크 광고,622,229,229,310898.0,0.36816720257234725,0.36816720257234725
2024-08-01,플랫폼,바로가입,1416,623,623,295276.0,0.4399717514124294,0.4399717514124294
2024-08-01,플랫폼,네이버 파워링크 광고,5,0,0,862690.0,0.0,0.0
2024-08-01,다이렉트,유튜브(PPL),5,0,0,,0.0,0.0
2024-08-01,인바운드,인터넷(네이버/구글 등),423,119,119,316223.0,0.28132387706855794,0.28132387706855794
2024-08-01,플랫폼,전화예약상담,1634,485,485,353579.0,0.2968176254589963,0.2968176254589963
2024-08-01,MJ렌탈,기타,32,26,26,379286.0,0.8125,0.8125
2024-08-01,카톡,미분류,17,17,17,356325.0,1.0,1.0
2024-08-01,인바운드,카카오,190,134,134,247526.0,0.7052631578947368,0.7052631578947368
2024-08-01,인바운드,유튜브(PPL),816,280,280,363745.0,0.3431372549019608,0.3431372549019608
2024-08-01,인바운드,지식인,17,2,2,335163.0,0.11764705882352941,0.11764705882352941
2024-08-01,기타,미분류,36,11,11,284005.0,0.3055555555555556,0.3055555555555556
2024-08-01,인바운드,랜딩페이지,194,35,35,449763.0,0.18041237113402062,0.18041237113402062
2024-08-01,아정당랜딩,전화예약상담,101,9,9,380917.0,0.0891089108910891,0.0891089108910891
2024-08-01,플랫폼,랜딩페이지,15,2,2,720909.0,0.13333333333333333,0.13333333333333333
2024-08-01,인바운드,네이버 브랜드 검색 광고,2049,637,637,349759.0,0.3108833577354807,0.3108833577354807
2024-08-01,다이렉트,미분류,332,52,52,350782.0,0.1566265060240964,0.1566265060240964
2024-08-01,인바운드,틱톡,16,6,6,565271.0,0.375,0.375
2024-08-01,인바운드,재인입,6836,2866,2866,312771.0,0.4192510239906378,0.4192510239906378
2024-08-01,아정당랜딩,미분류,21,8,8,361837.0,0.38095238095238093,0.38095238095238093
2024-08-01,플랫폼,바로상담,6173,2380,2377,308787.0,0.38554997570063176,0.38506398833630323
2024-08-01,인바운드,기타,232,80,80,378328.0,0.3448275862068966,0.3448275862068966
2024-08-01,플랫폼,기타,6,5,5,322700.0,0.8333333333333334,0.8333333333333334
2024-08-01,인바운드,협력업체,12,4,4,208775.0,0.3333333333333333,0.3333333333333333
2024-08-01,인바운드,카페,494,116,116,316272.0,0.23481781376518218,0.23481781376518218
2024-08-01,인바운드,미분류,3753,1234,1233,371362.0,0.32880362376765254,0.328537170263789
2024-09-01,아정당랜딩,전화예약상담,529,78,78,372145.0,0.14744801512287334,0.14744801512287334
2024-09-01,인바운드,유튜브(자사),681,225,225,362732.0,0.3303964757709251,0.3303964757709251
2024-09-01,인바운드,블로그,1783,537,537,328728.0,0.3011777902411666,0.3011777902411666
2024-09-01,인바운드,미분류,3116,1009,1008,321885.0,0.32381258023106546,0.32349165596919127
2024-09-01,다이렉트,바로상담,5,2,2,405721.0,0.4,0.4
2024-09-01,다이렉트,네이버 브랜드 검색 광고,11,8,8,383788.0,0.7272727272727273,0.7272727272727273
2024-09-01,기타,미분류,78,26,26,312665.0,0.3333333333333333,0.3333333333333333
2024-09-01,플랫폼,바로상담,5328,2026,2023,326787.0,0.3802552552552553,0.3796921921921922
2024-09-01,인바운드,인터넷(네이버/구글 등),278,90,90,322332.0,0.3237410071942446,0.3237410071942446
2024-09-01,플랫폼,전화예약상담,1296,409,409,334651.0,0.31558641975308643,0.31558641975308643
2024-09-01,인바운드,네이버 파워링크 광고,241,90,90,334591.0,0.37344398340248963,0.37344398340248963
2024-09-01,인바운드,카카오,152,107,107,275709.0,0.7039473684210527,0.7039473684210527
2024-09-01,플랫폼,랜딩페이지,74,14,14,396434.0,0.1891891891891892,0.1891891891891892
2024-09-01,인바운드,네이버 브랜드 검색 광고,1818,576,576,357494.0,0.31683168316831684,0.31683168316831684
2024-09-01,인바운드,기타,141,61,61,345999.0,0.4326241134751773,0.4326241134751773
2024-09-01,플랫폼,재인입,8,2,2,263589.0,0.25,0.25
2024-09-01,인바운드,협력업체,31,9,9,311264.0,0.2903225806451613,0.2903225806451613
2024-09-01,다이렉트,미분류,256,45,45,364351.0,0.17578125,0.17578125
2024-09-01,플랫폼,추천질문지,426,173,173,304750.0,0.4061032863849765,0.4061032863849765
2024-09-01,인바운드,뽐뿌,13,1,1,258038.0,0.07692307692307693,0.07692307692307693
2024-09-01,다이렉트,재인입,11,8,8,430327.0,0.7272727272727273,0.7272727272727273
2024-09-01,인바운드,틱톡,9,3,3,420032.0,0.3333333333333333,0.3333333333333333
2024-09-01,인바운드,재인입,5620,2349,2341,305500.0,0.4179715302491103,0.4165480427046263
2024-09-01,아정당랜딩,재인입,5,0,0,,0.0,0.0
2024-09-01,다이렉트,플랫폼,5,0,0,402800.0,0.0,0.0
2024-09-01,플랫폼,유튜브(PPL),6,6,6,568218.0,1.0,1.0
2024-09-01,플랫폼,바로가입,1213,507,507,307084.0,0.4179719703215169,0.4179719703215169
2024-09-01,카톡,미분류,8,5,5,362525.0,0.625,0.625
2024-09-01,인바운드,라디오,5,3,3,770509.0,0.6,0.6
2024-09-01,인바운드,디시,14,0,0,,0.0,0.0
2024-09-01,카톡,카카오,881,670,670,275939.0,0.7604994324631101,0.7604994324631101
2024-09-01,플랫폼,플랫폼,5,5,5,,1.0,1.0
2024-09-01,인바운드,지식인,36,10,10,309332.0,0.2777777777777778,0.2777777777777778
2024-09-01,플랫폼,아정당 이사,377,90,90,378716.0,0.23872679045092837,0.23872679045092837
2024-09-01,인바운드,카페,275,96,96,340180.0,0.3490909090909091,0.3490909090909091
2024-09-01,인바운드,TV광고,26,12,12,284690.0,0.46153846153846156,0.46153846153846156
2024-09-01,아정당랜딩,미분류,19,11,11,503739.0,0.5789473684210527,0.5789473684210527
2024-09-01,플랫폼,지인추천,5,5,5,349808.0,1.0,1.0
2024-09-01,인바운드,유튜브(PPL),580,211,211,383815.0,0.36379310344827587,0.36379310344827587
2024-09-01,MJ렌탈,기타,38,30,30,380054.0,0.7894736842105263,0.7894736842105263
2024-09-01,플랫폼,사전예약이벤트,36,1,1,860000.0,0.027777777777777776,0.027777777777777776
2024-09-01,인바운드,지인추천,313,175,175,366824.0,0.5591054313099042,0.5591054313099042
2024-09-01,플랫폼,미분류,200,84,84,306079.0,0.42,0.42
2024-09-01,인바운드,랜딩페이지,167,58,58,301997.0,0.3473053892215569,0.3473053892215569
2024-09-01,카톡,재인입,123,89,89,268442.0,0.7235772357723578,0.7235772357723578
2024-09-01,인바운드,플랫폼,486,193,193,350039.0,0.39711934156378603,0.39711934156378603
2024-09-01,플랫폼,유튜브(자사),10,1,1,320401.0,0.1,0.1
2024-10-01,플랫폼,아정당 이사,483,93,93,397963.0,0.19254658385093168,0.19254658385093168
2024-10-01,인바운드,지인추천,351,157,157,343951.0,0.4472934472934473,0.4472934472934473
2024-10-01,아정당랜딩,미분류,19,12,12,291170.0,0.631578947368421,0.631578947368421
2024-10-01,카톡,카카오,1176,902,900,277500.0,0.7670068027210885,0.7653061224489796
2024-10-01,인바운드,블로그,1683,517,517,336054.0,0.30718954248366015,0.30718954248366015
2024-10-01,인바운드,네이버 브랜드 검색 광고,1489,522,522,371859.0,0.35057085292142376,0.35057085292142376
2024-10-01,플랫폼,전화예약상담,1350,449,448,344890.0,0.3325925925925926,0.33185185185185184
2024-10-01,인바운드,재인입,5867,2445,2444,317662.0,0.4167376853587864,0.416567240497699
2024-10-01,플랫폼,바로상담,6058,2250,2248,332803.0,0.37140970617365465,0.3710795642126114
2024-10-01,카톡,플랫폼,5,5,5,297000.0,1.0,1.0
2024-10-01,인바운드,랜딩페이지,121,41,41,414854.0,0.33884297520661155,0.33884297520661155
2024-10-01,인바운드,유튜브(자사),721,243,243,393413.0,0.33703190013869627,0.33703190013869627
2024-10-01,인바운드,TV광고,46,10,10,304991.0,0.21739130434782608,0.21739130434782608
2024-10-01,카톡,미분류,14,1,1,393143.0,0.07142857142857142,0.07142857142857142
2024-10-01,MJ렌탈,기타,52,46,46,418988.0,0.8846153846153846,0.8846153846153846
2024-10-01,인바운드,인스타,25,7,7,392459.0,0.28,0.28
2024-10-01,인바운드,인터넷(네이버/구글 등),352,109,109,344062.0,0.3096590909090909,0.3096590909090909
2024-10-01,플랫폼,바로가입,1075,519,519,310804.0,0.4827906976744186,0.4827906976744186
2024-10-01,다이렉트,네이버 브랜드 검색 광고,18,16,16,406885.0,0.8888888888888888,0.8888888888888888
2024-10-01,아정당랜딩,전화예약상담,1015,219,219,367972.0,0.21576354679802956,0.21576354679802956
2024-10-01,플랫폼,미분류,227,109,109,302330.0,0.4801762114537445,0.4801762114537445
2024-10-01,플랫폼,블로그,6,3,3,301045.0,0.5,0.5
2024-10-01,인바운드,유튜브(PPL),884,287,287,388460.0,0.3246606334841629,0.3246606334841629
2024-10-01,인바운드,협력업체,62,13,13,319595.0,0.20967741935483872,0.20967741935483872
2024-10-01,인바운드,플랫폼,359,145,143,365691.0,0.403899721448468,0.3983286908077994
2024-10-01,기타,미분류,74,37,37,285988.0,0.5,0.5
2024-10-01,다이렉트,바로상담,5,0,0,,0.0,0.0
2024-10-01,다이렉트,카페,8,0,0,,0.0,0.0
2024-10-01,인바운드,뽐뿌,30,5,5,493070.0,0.16666666666666666,0.16666666666666666
2024-10-01,인바운드,페이스북,10,3,3,434968.0,0.3,0.3
2024-10-01,다이렉트,미분류,246,47,47,373685.0,0.1910569105691057,0.1910569105691057
2024-10-01,인바운드,네이버 파워링크 광고,286,113,113,352167.0,0.3951048951048951,0.3951048951048951
2024-10-01,인바운드,지식인,33,8,8,351507.0,0.24242424242424243,0.24242424242424243
2024-10-01,인바운드,미분류,3273,1035,1035,364858.0,0.3162236480293309,0.3162236480293309
2024-10-01,플랫폼,랜딩페이지,78,16,16,387424.0,0.20512820512820512,0.20512820512820512
2024-10-01,플랫폼,렌탈전용상담,45,0,0,,0.0,0.0
2024-10-01,플랫폼,재인입,16,7,7,229410.0,0.4375,0.4375
2024-10-01,다이렉트,플랫폼,8,5,5,388560.0,0.625,0.625
2024-10-01,인바운드,기타,188,78,78,313462.0,0.4148936170212766,0.4148936170212766
2024-10-01,인바운드,틱톡,5,0,0,526900.0,0.0,0.0
2024-10-01,인바운드,카카오,175,135,135,266385.0,0.7714285714285715,0.7714285714285715
2024-10-01,인바운드,마켓클럽,12,3,3,286050.0,0.25,0.25
2024-10-01,인바운드,카페,321,74,74,313284.0,0.23052959501557632,0.23052959501557632
2024-10-01,카톡,재인입,96,68,68,265232.0,0.7083333333333334,0.7083333333333334
2024-10-01,플랫폼,추천질문지,539,204,204,309073.0,0.3784786641929499,0.3784786641929499
2024-11-01,다이렉트,미분류,266,71,71,355235.0,0.2669172932330827,0.2669172932330827
2024-11-01,인바운드,유튜브(자사),491,179,180,341396.0,0.3645621181262729,0.3665987780040733
2024-11-01,인바운드,카카오,148,102,102,280236.0,0.6891891891891891,0.6891891891891891
2024-11-01,인바운드,협력업체,24,6,6,229951.0,0.25,0.25
2024-11-01,기타,미분류,73,34,34,293047.0,0.4657534246575342,0.4657534246575342
2024-11-01,플랫폼,유튜브(PPL),5,5,5,498220.0,1.0,1.0
2024-11-01,인바운드,기타,227,72,72,416041.0,0.31718061674008813,0.31718061674008813
2024-11-01,플랫폼,미분류,204,92,92,313735.0,0.45098039215686275,0.45098039215686275
2024-11-01,인바운드,아정당 이사,104,7,7,264595.0,0.0673076923076923,0.0673076923076923
2024-11-01,삼쩜삼,미분류,6,0,0,,0.0,0.0
2024-11-01,플랫폼,지인추천,8,7,7,366347.0,0.875,0.875
2024-11-01,인바운드,TV광고,20,9,9,308244.0,0.45,0.45
2024-11-01,아정당랜딩,미분류,5,0,0,,0.0,0.0
2024-11-01,MJ렌탈,기타,28,22,22,436475.0,0.7857142857142857,0.7857142857142857
2024-11-01,카톡,재인입,66,44,44,278700.0,0.6666666666666666,0.6666666666666666
2024-11-01,플랫폼,전화예약상담,1470,468,468,358618.0,0.3183673469387755,0.3183673469387755
2024-11-01,다이렉트,플랫폼,9,0,0,407850.0,0.0,0.0
2024-11-01,인바운드,네이버 파워링크 광고,99,33,33,375157.0,0.3333333333333333,0.3333333333333333
2024-11-01,인바운드,기업용,6,0,0,,0.0,0.0
2024-11-01,BNK경남은행,미분류,38,5,5,282655.0,0.13157894736842105,0.13157894736842105
2024-11-01,플랫폼,랜딩페이지,76,12,12,343136.0,0.15789473684210525,0.15789473684210525
2024-11-01,인바운드,랜딩페이지,78,34,34,421626.0,0.4358974358974359,0.4358974358974359
2024-11-01,플랫폼,렌탈전용상담,3835,976,976,338837.0,0.25449804432855283,0.25449804432855283
2024-11-01,아정당랜딩,전화예약상담,1425,285,285,373068.0,0.2,0.2
2024-11-01,아정당랜딩,CCTV랜딩,6,0,0,222500.0,0.0,0.0
2024-11-01,인바운드,재인입,4452,1892,1891,322034.0,0.4249775381850854,0.4247529200359389
2024-11-01,인바운드,블로그,1317,453,453,352988.0,0.3439635535307517,0.3439635535307517
2024-11-01,인바운드,당근,5,0,0,,0.0,0.0
2024-11-01,자리톡,미분류,18,3,3,408655.0,0.16666666666666666,0.16666666666666666
2024-11-01,인바운드,페이스북,8,8,8,553579.0,1.0,1.0
2024-11-01,인바운드,플랫폼,281,92,92,386170.0,0.3274021352313167,0.3274021352313167
2024-11-01,플랫폼,플랫폼,7,6,6,386301.0,0.8571428571428571,0.8571428571428571
2024-11-01,플랫폼,바로상담,5056,1789,1785,810226.0,0.3538370253164557,0.3530458860759494
2024-11-01,플랫폼,추천질문지,210,106,106,317011.0,0.5047619047619047,0.5047619047619047
2024-11-01,인바운드,네이버 브랜드 검색 광고,994,382,382,371086.0,0.3843058350100604,0.3843058350100604
2024-11-01,인바운드,유튜브(PPL),862,266,266,375175.0,0.308584686774942,0.308584686774942
2024-11-01,인바운드,인스타,38,10,10,217490.0,0.2631578947368421,0.2631578947368421
2024-11-01,인바운드,인터넷(네이버/구글 등),299,82,82,385629.0,0.27424749163879597,0.27424749163879597
2024-11-01,인바운드,카페,353,104,104,342280.0,0.29461756373937675,0.29461756373937675
2024-11-01,인바운드,지식인,22,5,5,448020.0,0.22727272727272727,0.22727272727272727
2024-11-01,카톡,카카오,961,712,712,277321.0,0.740894901144641,0.740894901144641
2024-11-01,인바운드,틱톡,11,2,2,276448.0,0.18181818181818182,0.18181818181818182
2024-11-01,인바운드,지인추천,332,156,156,377629.0,0.46987951807228917,0.46987951807228917
2024-11-01,다이렉트,바로상담,6,0,0,,0.0,0.0
2024-11-01,카톡,미분류,7,1,1,387515.0,0.14285714285714285,0.14285714285714285
2024-11-01,인바운드,뽐뿌,28,6,6,282222.0,0.21428571428571427,0.21428571428571427
2024-11-01,플랫폼,바로가입,953,373,372,340522.0,0.391395592864638,0.39034627492130114
2024-11-01,인바운드,마켓클럽,8,0,0,,0.0,0.0
2024-11-01,인바운드,바로상담,14,6,6,368873.0,0.42857142857142855,0.42857142857142855
2024-11-01,플랫폼,아정당 이사,400,78,78,434005.0,0.195,0.195
2024-11-01,인바운드,미분류,2836,908,911,339129.0,0.32016925246826516,0.3212270803949224
2024-11-01,카톡,인터넷(네이버/구글 등),8,5,5,277552.0,0.625,0.625
2024-11-01,카톡,유튜브(자사),33,21,21,260041.0,0.6363636363636364,0.6363636363636364
2024-11-01,카톡,지인추천,6,4,4,295960.0,0.6666666666666666,0.6666666666666666
2024-12-01,아정당랜딩,재인입,9,0,0,408991.0,0.0,0.0
2024-12-01,플랫폼,재인입,10,1,1,220000.0,0.1,0.1
2024-12-01,인바운드,랜딩페이지,47,13,13,362420.0,0.2765957446808511,0.2765957446808511
2024-12-01,인바운드,네이버 파워링크 광고,68,32,32,380103.0,0.47058823529411764,0.47058823529411764
2024-12-01,인바운드,아정당 이사,147,16,16,405261.0,0.10884353741496598,0.10884353741496598
2024-12-01,카톡,유튜브(자사),76,53,53,300494.0,0.6973684210526315,0.6973684210526315
2024-12-01,플랫폼,아정당 이사,286,103,103,422928.0,0.36013986013986016,0.36013986013986016
2024-12-01,인바운드,카카오,197,155,155,285208.0,0.7868020304568528,0.7868020304568528
2024-12-01,인바운드,재인입,4771,2087,2087,311658.0,0.43743450010479984,0.43743450010479984
2024-12-01,인바운드,유튜브(PPL),699,239,239,387575.0,0.3419170243204578,0.3419170243204578
2024-12-01,플랫폼,추천질문지,40,5,5,655773.0,0.125,0.125
2024-12-01,플랫폼,바로가입,1075,427,427,309464.0,0.3972093023255814,0.3972093023255814
2024-12-01,아정당랜딩,전화예약상담,1854,431,431,412348.0,0.23247033441208198,0.23247033441208198
2024-12-01,인바운드,유튜브(자사),589,249,249,357477.0,0.4227504244482173,0.4227504244482173
2024-12-01,카톡,재인입,110,72,72,285642.0,0.6545454545454545,0.6545454545454545
2024-12-01,인바운드,뽐뿌,8,7,7,388040.0,0.875,0.875
2024-12-01,카톡,지인추천,9,9,9,260616.0,1.0,1.0
2024-12-01,플랫폼,미분류,266,103,103,330564.0,0.38721804511278196,0.38721804511278196
2024-12-01,기타,미분류,48,22,22,311928.0,0.4583333333333333,0.4583333333333333
2024-12-01,인바운드,기업용,48,6,6,333493.0,0.125,0.125
2024-12-01,카톡,유튜브(PPL),13,10,10,260621.0,0.7692307692307693,0.7692307692307693
2024-12-01,다이렉트,미분류,133,48,48,361785.0,0.3609022556390977,0.3609022556390977
2024-12-01,플랫폼,플랫폼,6,2,2,376793.0,0.3333333333333333,0.3333333333333333
2024-12-01,인바운드,기타,155,69,69,394313.0,0.44516129032258067,0.44516129032258067
2024-12-01,인바운드,페이스북,8,3,3,394033.0,0.375,0.375
2024-12-01,카톡,블로그,18,13,13,297342.0,0.7222222222222222,0.7222222222222222
2024-12-01,자리톡,미분류,22,0,0,331410.0,0.0,0.0
2024-12-01,인바운드,틱톡,16,6,6,903833.0,0.375,0.375
2024-12-01,플랫폼,랜딩페이지,57,9,9,567967.0,0.15789473684210525,0.15789473684210525
2024-12-01,삼쩜삼,미분류,11,1,1,537063.0,0.09090909090909091,0.09090909090909091
2024-12-01,아정당랜딩,미분류,11,1,1,419940.0,0.09090909090909091,0.09090909090909091
2024-12-01,인바운드,협력업체,31,7,7,299983.0,0.22580645161290322,0.22580645161290322
2024-12-01,인바운드,바로상담,9,1,1,308338.0,0.1111111111111111,0.1111111111111111
2024-12-01,인바운드,지식인,31,12,12,330367.0,0.3870967741935484,0.3870967741935484
2024-12-01,플랫폼,바로상담,5888,2013,2013,335583.0,0.34188179347826086,0.34188179347826086
2024-12-01,인바운드,TV광고,14,3,3,535651.0,0.21428571428571427,0.21428571428571427
2024-12-01,인바운드,카페,267,42,42,334927.0,0.15730337078651685,0.15730337078651685
2024-12-01,인바운드,미분류,2912,925,925,331128.0,0.3176510989010989,0.3176510989010989
2024-12-01,플랫폼,네이버 브랜드 검색 광고,8,8,8,418450.0,1.0,1.0
2024-12-01,인바운드,블로그,1166,364,364,328982.0,0.31217838765008576,0.31217838765008576
2024-12-01,아정당랜딩,CCTV랜딩,8,4,4,164150.0,0.5,0.5
2024-12-01,플랫폼,전화예약상담,1967,562,560,350722.0,0.2857142857142857,0.2846975088967972
2024-12-01,카톡,카페,5,3,3,319055.0,0.6,0.6
2024-12-01,인바운드,네이버 브랜드 검색 광고,906,314,314,375374.0,0.3465783664459161,0.3465783664459161
2024-12-01,인바운드,인터넷(네이버/구글 등),409,85,85,391610.0,0.2078239608801956,0.2078239608801956
2024-12-01,플랫폼,렌탈전용상담,4667,1279,1279,337920.0,0.2740518534390401,0.2740518534390401
2024-12-01,카톡,미분류,10,5,5,349278.0,0.5,0.5
2024-12-01,카톡,인터넷(네이버/구글 등),34,29,29,297550.0,0.8529411764705882,0.8529411764705882
2024-12-01,인바운드,지인추천,201,87,87,345301.0,0.43283582089552236,0.43283582089552236
2024-12-01,인바운드,플랫폼,304,119,119,402730.0,0.39144736842105265,0.39144736842105265
2024-12-01,카톡,카카오,857,633,633,283114.0,0.7386231038506418,0.7386231038506418
2024-12-01,MJ렌탈,기타,34,28,28,432327.0,0.8235294117647058,0.8235294117647058
2024-12-01,BNK경남은행,미분류,5,0,0,468820.0,0.0,0.0
2025-01-01,자리톡,협력업체,5,0,0,,0.0,0.0
2025-01-01,인바운드,카카오,383,279,279,303304.0,0.7284595300261096,0.7284595300261096
2025-01-01,카톡,네이버 브랜드 검색 광고,6,4,4,188576.0,0.6666666666666666,0.6666666666666666
2025-01-01,카톡,블로그,5,3,3,262780.0,0.6,0.6
2025-01-01,아정당랜딩,미분류,12,6,6,373567.0,0.5,0.5
2025-01-01,플랫폼,전화예약상담,1944,583,583,348485.0,0.29989711934156377,0.29989711934156377
2025-01-01,카톡,유튜브(자사),27,22,22,304415.0,0.8148148148148148,0.8148148148148148
2025-01-01,인바운드,미분류,3265,882,882,324854.0,0.27013782542113324,0.27013782542113324
2025-01-01,다이렉트,미분류,137,36,36,306903.0,0.26277372262773724,0.26277372262773724
2025-01-01,아정당랜딩,사전예약이벤트,20,0,0,,0.0,0.0
2025-01-01,자리톡,미분류,19,2,2,516323.0,0.10526315789473684,0.10526315789473684
2025-01-01,플랫폼,재인입,32,16,16,332200.0,0.5,0.5
2025-01-01,인바운드,지인추천,186,91,91,358648.0,0.489247311827957,0.489247311827957
2025-01-01,인바운드,카페,159,47,47,319553.0,0.29559748427672955,0.29559748427672955
2025-01-01,인바운드,블로그,990,316,316,365224.0,0.3191919191919192,0.3191919191919192
2025-01-01,플랫폼,랜딩페이지,110,15,15,426885.0,0.13636363636363635,0.13636363636363635
2025-01-01,플랫폼,추천질문지,58,8,8,419208.0,0.13793103448275862,0.13793103448275862
2025-01-01,카톡,유튜브(PPL),11,8,8,238852.0,0.7272727272727273,0.7272727272727273
2025-01-01,플랫폼,렌탈전용상담,6575,1561,1561,333463.0,0.23741444866920153,0.23741444866920153
2025-01-01,인바운드,SK매직,5,5,5,362900.0,1.0,1.0
2025-01-01,인바운드,통달,15,4,4,166875.0,0.26666666666666666,0.26666666666666666
2025-01-01,카톡,미분류,6,6,6,233253.0,1.0,1.0
2025-01-01,인바운드,TV광고,31,9,9,433514.0,0.2903225806451613,0.2903225806451613
2025-01-01,인바운드,재인입,5056,2181,2179,297559.0,0.43136867088607594,0.4309731012658228
2025-01-01,인바운드,유튜브(자사),440,153,153,363291.0,0.3477272727272727,0.3477272727272727
2025-01-01,인바운드,틱톡,9,0,0,,0.0,0.0
2025-01-01,인바운드,아정당 이사,74,20,20,391231.0,0.2702702702702703,0.2702702702702703
2025-01-01,MJ렌탈,기타,22,16,16,295284.0,0.7272727272727273,0.7272727272727273
2025-01-01,인바운드,지식인,19,0,0,385264.0,0.0,0.0
2025-01-01,인바운드,네이버 파워링크 광고,61,28,28,386613.0,0.45901639344262296,0.45901639344262296
2025-01-01,인바운드,인터넷(네이버/구글 등),593,157,155,387229.0,0.26475548060708265,0.26138279932546377
2025-01-01,카톡,지인추천,9,8,8,271506.0,0.8888888888888888,0.8888888888888888
2025-01-01,인바운드,기업용,20,1,1,340100.0,0.05,0.05
2025-01-01,인바운드,네이버 브랜드 검색 광고,906,279,279,356328.0,0.3079470198675497,0.3079470198675497
2025-01-01,인바운드,협력업체,58,8,8,241202.0,0.13793103448275862,0.13793103448275862
2025-01-01,카톡,인터넷(네이버/구글 등),6,5,5,390671.0,0.8333333333333334,0.8333333333333334
2025-01-01,플랫폼,사전예약이벤트,40,2,2,469230.0,0.05,0.05
2025-01-01,카톡,재인입,96,65,65,297784.0,0.6770833333333334,0.6770833333333334
2025-01-01,인바운드,기타,196,59,59,305119.0,0.3010204081632653,0.3010204081632653
2025-01-01,카톡,카카오,933,674,671,281520.0,0.722400857449089,0.7191854233654876
